id,tagID,tagValue
1979,182::181::1684::1845::2139::3794::32::25::4328::5286,punk rock::punk::horrorpunk::horror punk::halloween::punk horror::avant-garde::80s::friends::the vampire diaries
1565,1098::1048::228::24::216::8520::127::735,miserable::1981::catchy::pop::american::cult movie songs::seen live::70s
1816,389::195::391::79::81::130::73,britpop::british::shoegaze::alternative::indie::female vocalists::rock
2120,296::2333::81::9818::849::127::42,indie pop::electro-pop::indie::neon space::riot grrrl::seen live::synth-pop
748,743::5::742::385::11407::1::3275,technical death metal::death metal::brutal death metal::melodic death metal::bad reptile::metal::world fusion
2296,76::376::1::5246::79::229::5,progressive metal::metalcore::metal::moby dick::alternative::epic::death metal
1965,2146::1902::127::195::130::121::11933,female vocalists i like::interesting::seen live::british::female vocalists::uk::girlamazing
587,120::299::545::9641::10123,world music::world::classical::east::hangover music
2699,130::193::1032::9203::11613,female vocalists::country::1991::hot rockin girl::btvs
1999,185::134::292::8392::528::81,acoustic::singer-songwriter::folk::ich liebe dich::folk rock::indie
231,33::18::1264::14::611::47::8948::10853,experimental::electronic::breakcore::ambient::canadian::idm::i can do better::twitch glitch
1766,181::16::275::73::192,punk::new wave::post-punk::rock::classic rock
1410,251::766::201::24::628::83::508::309::8238::8503::727::1355::1356,swing::holiday soundtrack::guilty pleasures::pop::wtf::jazz::love::electro::1964::best christmas songs::vocal::christmas::50s
2003,14::88::730::13::18::2892,ambient::psychedelic::love at first listen::chillout::electronic::psychill
463,245::1705::191::268::73,garage::dick fucking dale motherfucker yes::instrumental::surf::rock
2689,184::1302::4994::191::11757,soundtrack::composer::movie score composers::instrumental::film music composer
736,551::14::2143::59::10825::1,lastfm hipster artists::ambient::my angular favourites::drone::psychdelic dark ambient sludge avant-garde experimental doom drone metal::metal
1904,393::1353::6795::83::231::24::78,dream pop::scottish::colors::jazz::ballad::pop::alternative rock
276,918::201::1888::85::8643,american artists::guilty pleasures::p-funk::funk::p funk george bootsy bernie gary
1990,73::2726::79::49::81::885::7408::8508::9824::78::130,rock::favorite songs::alternative::female vocalist::indie::fav songs::lunic::best songs in the world::i love my dad taste::alternative rock::female vocalists
447,24::16::850::1023::130::22,pop::new wave::cover::1992::female vocalists::acid jazz
2073,39::18::184::352::1023::1044,dance::electronic::soundtrack::90s::1992::1995
2005,73::130::134::1039::109::11499::24::201,rock::female vocalists::singer-songwriter::1997::pop rock::leftovergrooves::pop::guilty pleasures
1822,2143::33::7259::10110::11877,my angular favourites::experimental::berep guest dj closedmouth jfr::psychosis::awesome-ness
936,95::78::98::73::127::352::79::4952::226::84::56::81::8503::8716::1859::6976::354::10585::13::24::11811::12127::662,autumn::alternative rock::summer::rock::seen live::90s::alternative::oui fm::california::indie rock::melancholic::indie::best christmas songs::indierock::post punk::i love this song::fun::jukebox project::chillout::pop::man beating a goat::my most favourite song in the entire world::perfect
1510,3829::72::78::73::9788,straight up modern rock::hard rock::alternative rock::rock::them crooked vultures
944,73::24::109::693::432,rock::pop::pop rock::mpb::brazilian
29,73::98::192::1690::24::247::108::6427::184::8235::8497::9430::10594::25::8392,rock::summer::classic rock::the beach boys are pussies::pop::60s::rock and roll::feel good music::soundtrack::1966::all the best::anti-witch house::unintentionally hysterical::80s::ich liebe dich
941,24::18::39::389::13::3202::74::5327::1671::8387::9827::10230::127::121::11755::187::12029::134::719,pop::electronic::dance::britpop::chillout::mika::synthpop::lag::summer song::boy :d::i want to dance in my underwear::listened more than 10 times in a row::seen live::uk::boyfriend material::electronica::tinosoft::singer-songwriter::gossip girl
2629,73::1071::1098::206::192::24::2882::508::253::695::108::5818::184::3600::780::8728::1::9227::9608::1355::730::10231::1076::6450::10772::1356::1911::1097,rock::rock 'n' roll::miserable::<3::classic rock::pop::the king::love::rockabilly::oldies::rock and roll::4m4zinq::soundtrack::1969::legends::bi daha dinlicem::metal::sun rockabilly::elwis::christmas::love at first listen::old time rock n roll::rock n roll::handclaps::part of my whole life::50s::cool::covers
741,78::73::176::98::81::39::79::4952::193::2752::24::297::1956::642::736::3366::169::8303::8716::109::9817::364::10777::210::2056::6144,alternative rock::rock::emo::summer::indie::dance::alternative::oui fm::country::fantastic::pop::pop-rock::demo::guilty pleasure::dance rock::makes me happy::pop punk::tbu::indierock::pop rock::indie luv::favorites::listenable emopop::00s::pop-punk::panic at the disco
1636,78::73::109::5818::24,alternative rock::rock::pop rock::4m4zinq::pop
2211,73::72::2142::192::1355::210::5740::80,rock::hard rock::songs for gil::classic rock::christmas::00s::watched live::glam rock
2011,1964::79::78::352::216::73::10236,bouncy::alternative::alternative rock::90s::american::rock::teen days
2685,935::4289::79::364::18,lo-fi::songs ive obsessed over::alternative::favorites::electronic
1077,61::86::2137::18,industrial::ebm::i am canadian::electronic
1444,24::6180::104::102::167::9827::11956,pop::pharrell - our father::chill out::hip-hop::rnb::i want to dance in my underwear::jet set radio future
1087,4::2091::2459::1::3706::2092,black metal::true black metal::brutal kircore::metal::true norwegian black metal::norwegian black metal
2438,86::61::9::47::18,ebm::industrial::electro-industrial::idm::electronic
1212,91::1::25,thrash metal::metal::80s
2528,4::1::11,black metal::metal::post black metal
2555,1097::33::192::24::184::73::81::1434::735,covers::experimental::classic rock::pop::soundtrack::rock::indie::the beatles::70s
411,1534::187::6628::364::18::8303::9700::425::13::87,indietronica::electronica::barkbarkdisco::favorites::electronic::tbu::my favourite albums::pastel::chillout::post-rock
2645,4::2091::7954::11731,black metal::true black metal::black metal cabeza::this is a song about being happy
2146,91::1::4::25::5948::6763::2093,thrash metal::metal::black metal::80s::teutonic thrash metal::prejebeno::german thrash metal
63,1::2072::7,metal::sublimation::gothic metal
2042,5::385::4831::281::1,death metal::melodic death metal::pathogrind::grind::metal
1578,61::18::86::9::5687,industrial::electronic::ebm::electro-industrial::montreal
27,61::563::8::18::793::565::86::10,industrial::terrorbanana::terror ebm::electronic::fucking awesome::dark electro::ebm::harsh ebm
1610,819::87::14::425,my music pillow::post-rock::ambient::pastel
1580,2064::73::7252::1210,alt-country::rock::berep shows the love::southern rock
2752,1353::81::275::16::6853::12208,scottish::indie::post-punk::new wave::hey song youre so fucking cute::new wave and eighties
894,97::352::719::81::79::11486,want::90s::gossip girl::indie::alternative::marissa cooper
1545,1::91::794::5::25::5532::127::11023::432,metal::thrash metal::play this loud enough to raise the dead::death metal::80s::baixar::seen live::thrash/death metal::brazilian
1959,1100::247::625::73::85::8236::24::6450,rain::60s::soul::rock::funk::1965::pop::handclaps
2044,2092::4::1::7954,norwegian black metal::black metal::metal::black metal cabeza
1685,61::18::565::86,industrial::electronic::dark electro::ebm
1430,76::376::385::1,progressive metal::metalcore::melodic death metal::metal
2129,5::742::1::741,death metal::brutal death metal::metal::grindcore
1065,7587::18::9428::127::216,frauen und technik::electronic::witch chill::seen live::american
95,15::13::12016,downtempo::chillout::metro downtempo
1017,13::557::14,chillout::easy listening::ambient
1975,73::1101::370::127::445,rock::morning::favorite::seen live::blues rock
2287,74::18::600::86::61::13,synthpop::electronic::futurepop::ebm::industrial::chillout
98,562::30::86::17::600::565::61,futuremelon::german::ebm::synth pop::futurepop::dark electro::industrial
1831,86::61::18::600::74,ebm::industrial::electronic::futurepop::synthpop
2325,30::74::600::61::18::86,german::synthpop::futurepop::industrial::electronic::ebm
2158,601::18::600::74::17,swedish::electronic::futurepop::synthpop::synth pop
1687,1569::18::127::14::67,dreaming::electronic::seen live::ambient::noise
1496,604::18::5172::127::600::74::86::61,norwegian::electronic::darkwave gothic::seen live::futurepop::synthpop::ebm::industrial
2592,61::86::9::10,industrial::ebm::electro-industrial::harsh ebm
2432,24::18::216::352,pop::electronic::american::90s
372,9::61::86::18::10::4328::12,electro-industrial::industrial::ebm::electronic::harsh ebm::friends::aggrotech
112,24::575::18::61::850::30::74::86::10116::1097,pop::darkwave::electronic::industrial::cover::german::synthpop::ebm::great covers::covers
1724,88::247::73::24::1236::98,psychedelic::60s::rock::pop::1970::summer
2400,30::18::17::61::600::86::74,german::electronic::synth pop::industrial::futurepop::ebm::synthpop
1894,81::18::9598::9818::16,indie::electronic::disco fuckin yea::neon space::new wave
355,86::2197::18::364::61::600::74,ebm::alternative dance::electronic::favorites::industrial::futurepop::synthpop
2230,90::39::327::18::1911::567::13,trance::dance::progressive trance::electronic::cool::rave::chillout
659,72::386::543::75,hard rock::heavy metal::stoner rock::psychedelic rock
1918,908::25::387::611::73,1980 songs::80s::progressive rock::canadian::rock
2513,79::296::127::24::719::481,alternative::indie pop::seen live::pop::gossip girl::usa
243,563::30::10::86,terrorbanana::german::harsh ebm::ebm
1785,24::192::130::134::1434::8523::10092,pop::classic rock::female vocalists::singer-songwriter::the beatles::songs to listen to::blitz playlist
2062,600::18::74::61,futurepop::electronic::synthpop::industrial
2147,4268::830::6826::829::3807,texas blues::guitar::country blues::blues::blue
1049,86::18::61::600,ebm::electronic::industrial::futurepop
91,2138::32::8670::33,first-rate and free::avant-garde::iron jesus::experimental
2664,564::18::14::568::39::90::88,psytrance::electronic::ambient::goa::dance::trance::psychedelic
1725,130::27::7996::23::12639,female vocalists::ethereal::for work::new age::winds of soul
352,91::1,thrash metal::metal
2384,615::1::386::89::2416::9997::231,power metal::metal::heavy metal::symphonic metal::king::ae::ballad
1534,615::1374::234::1::386::76::89::72::828::10233,power metal::wolf metal::amazing::metal::heavy metal::progressive metal::symphonic metal::hard rock::finnish::taking over my mind
997,13::230::21::18::4449,chillout::love it::trip-hop::electronic::90210
2522,73::347::78::1495::84::9183,rock::gay::alternative rock::sex::indie rock::new album loves
1991,91::1,thrash metal::metal
144,615::1::386,power metal::metal::heavy metal
170,84::252::8061,indie rock::mod::cool as
2611,1::76::2363::72::25::5740::386::4103::9793,metal::progressive metal::ultimate rock ballads::hard rock::80s::watched live::heavy metal::johnny::this light
1098,91::2140::386::1::616::1274,thrash metal::rock hard::heavy metal::metal::technical thrash metal::hardcore techno
1543,130::13::625::83::1734,female vocalists::chillout::soul::jazz::neo-soul
1172,695::108::1593::247::625::167::4429,oldies::rock and roll::popular::60s::soul::rnb::doo wop
695,285::1::947::1372::615::386,awesome::metal::pirate metal::folk metal::power metal::heavy metal
2243,615::89::1,power metal::symphonic metal::metal
1056,615::1::89::386,power metal::metal::symphonic metal::heavy metal
184,73::72::78::1368::370::6745::8462::1::127::184::6900::227,rock::hard rock::alternative rock::funny::favorite::jack black::lastfm::metal::seen live::soundtrack::title is a full sentence::comedy
2370,296::195::25::389::24::79::11846::121,indie pop::british::80s::britpop::pop::alternative::alison moyet::uk
1094,386::72::1::147::415::5500::1722::25::192::8589::3882::127::6900::91,heavy metal::hard rock::metal::top::nwobhm::great heavy metal band::hard::80s::classic rock::government::tags::seen live::title is a full sentence::thrash metal
1998,25::72::386::234::1703::2140::1::2605::617::73::195::415::275::121,80s::hard rock::heavy metal::amazing::welcome to drinkin island::rock hard::metal::favourite tracks::speed metal::rock::british::nwobhm::post-punk::uk
2039,91::1::25::6764,thrash metal::metal::80s::thrash till death
2516,848::386::2139::72::1::25::1286,hair metal::heavy metal::halloween::hard rock::metal::80s::glam metal
2101,160::364::2121::67::391,noise rock::favorites::alt rock::noise::shoegaze
2346,79::127::24::11486::184,alternative::seen live::pop::marissa cooper::soundtrack
